Терминал;Отделение;Адрес;Партнёр
13302641;1330264;50027, Дніпропетровська обл., місто Кривий Ріг, Металургійний район, ВУЛИЦЯ ГЕРОЇВ АТО, будинок 30-А;justin
13302651;1330265;14030, Чернігівська обл., місто Чернігів, Деснянський район, ВУЛИЦЯ ЗАХИСНИКІВ УКРАЇНИ, будинок 9;justin
13302661;1330266;18024, Черкаська обл., місто Черкаси, Соснівський район, ВУЛИЦЯ СУМГАЇТСЬКА, будинок 24;justin
13302671;1330267;03179, м.Київ, Святошинський район, ВУЛИЦЯ ЧОРНОБИЛЬСЬКА, будинок 3;justin
13302681;1330268;02152, м.Київ, Дніпровський район, ВУЛИЦЯ ПАВЛА ТИЧИНИ, будинок 15-А;justin
13302701;1330270;65080, Одеська обл., місто Одеса, Київський район, ВУЛИЦЯ АКАДЕМІКА ФІЛАТОВА, будинок 1;justin
13302711;1330271;67801, Одеська обл., Овідіопольський район, селище міського типу Овідіополь, ВУЛИЦЯ ТАРАСА ШЕВЧЕНКА, будинок 228;justin
13302721;1330272;02166, м.Київ, Деснянський район, ПРОСПЕКТ ЛІСОВИЙ, будинок 39;justin
13302731;1330273;21001, Вінницька обл., місто Вінниця, ВУЛИЦЯ ЄВГЕНІЯ ПІКУСА, будинок 1-А;justin
13302741;1330274;49125, Дніпропетровська обл., місто Дніпро, Амур-Нижньодніпровський район, ПРОВУЛОК КРУШЕЛЬНИЦЬКОЇ, будинок 6-А;justin
13302751;1330275;79008, Львівська обл., місто Львів, Галицький район, ПЛОЩА СТАРИЙ РИНОК, будинок 8;justin
13302761;1330276;69120, Запорізька обл., місто Запоріжжя, Шевченківський район, ВУЛИЦЯ АВРАМЕНКА, будинок 6;justin
13302771;1330277;69068, Запорізька обл., місто Запоріжжя, Шевченківський район, ВУЛИЦЯ ІВАНОВА, будинок 1-А;justin
13302781;1330278;69118, Запорізька обл., місто Запоріжжя, Комунарський район, ВУЛИЦЯ НОВОКУЗНЕЦЬКА, будинок 20;justin
13302791;1330279;49005, Дніпропетровська обл., місто Дніпро, Соборний район, ПРОСПЕКТ ГАГАРІНА, будинок 3;justin
13302801;1330280;21021, Вінницька обл., м.Вінниця,  вул.600-річчя, 40, приміщення 107;justin
13302811;1330281;10001, Житомирська обл., місто Житомир, Корольовський район, МАЙДАН ПРИВОКЗАЛЬНИЙ, будинок 5;justin
13302821;1330282;10025, Житомирська обл., місто Житомир, Корольовський район, ВУЛИЦЯ КОСМОНАВТІВ, будинок 10-А;justin
13302831;1330283;73043, Херсонська обл.  м.Херсон, Дніпровський р-н., вул.Іллюші Кулика, 133;justin
13302841;1330284;52005, Дніпропетровська обл., Дніпровський район, селище міського типу Слобожанське, ВУЛИЦЯ ВАСИЛЯ СУХОМЛИНСЬКОГО, будинок 78-Б;justin
13302851;1330285;03065, м.Київ, Солом`янський район, БУЛЬВАР ВАЦЛАВА ГАВЕЛА, будинок 18;justin
13302861;1330286;45400, Волинська обл., місто Нововолинськ, ВУЛИЦЯ ЛУЦЬКА, будинок 1;justin
13302871;1330287;03187, м.Київ, Голосіївський район, ПРОСПЕКТ ГЛУШКОВА, будинок 31-А;justin
13302881;1330288;04079, м.Київ, Подільський р-н., вул.Тираспольська, 54, приміщення 743;justin
13302891;1330289;07700, Київська обл., Яготинський район, місто Яготин, ВУЛИЦЯ НЕЗАЛЕЖНОСТІ, будинок 130;justin
13302911;1330291;04073, м.Київ, Оболонський район, ПРОСПЕКТ СТЕПАНА БАНДЕРИ, будинок 36;justin
13302921;1330292;54052, Миколаївська обл., місто Миколаїв, Корабельний район, ПРОСПЕКТ КОРАБЕЛІВ, будинок 14;justin
13302931;1330293;04071, м.Київ, Подільський район, ВУЛИЦЯ ЯРОСЛАВСЬКА, будинок 56-А;justin
13302941;1330294;08296, Київська обл., Києво-Святошинський р-н., смт.Ворзель, ВУЛИЦЯ КУРОРТНА, будинок 60;justin
13302971;1330297;77001, Івано-Франківська обл., Рогатинський район, місто Рогатин, ВУЛИЦЯ ГАЛИЦЬКА, будинок 52;justin
13302981;1330298;65007, Одеська обл., місто Одеса, Приморський район, ВУЛИЦЯ МАЛА АРНАУТСЬКА, будинок 74;justin
13303001;1330300;07403, Київська обл., місто Бровари, ВУЛИЦЯ СЕРГІЯ МОСКАЛЕНКА, будинок 39;justin
13303011;1330301;40035, Сумська обл., м.Суми, Зарічний р-н., проспект Михайла Лушпи, 5, корпус 27;justin
13303031;1330303;50042, Дніпропетровська обл., м.Кривий Ріг, Покровський р-н., вул.Едуарда Фукса, 79, приміщення 36;justin
13303041;1330304;50005, Дніпропетровська обл., місто Кривий Ріг, Металургійний район, ВУЛИЦЯ ТБІЛІСЬКА, будинок 4;justin
13303051;1330305;03151, м.Київ, Солом`янський район, ВУЛИЦЯ ВОЛИНСЬКА, будинок 9/11;justin
13303061;1330306;73039, Херсонська обл., місто Херсон, Суворовський район, ПРОСПЕКТ 200-РІЧЧЯ ХЕРСОНА, будинок 28-А;justin
13303081;1330308;73033, Херсонська обл., м.Херсон, Корабельний р-н., вул.Лавреньова, 12;justin
13303091;1330309;73011, Херсонська обл., місто Херсон, Корабельний район, вул. Стрітенська, будинок 26-А;justin
13303101;1330310;73021, Херсонська обл., місто Херсон, Корабельний район, ВУЛИЦЯ ПАТОНА, будинок 12;justin
13303121;1330312;21008, Вінницька обл., місто Вінниця, ВУЛИЦЯ МИКОЛАЇВСЬКА, будинок 2;justin
13303131;1330313;36021, Полтавська обл., місто Полтава, Шевченківський район, ВУЛИЦЯ ГРУШЕВСЬКОГО, будинок 11;justin
13303141;1330314;07301, Київська обл., Вишгородський район, місто Вишгород, ВУЛИЦЯ ЯГІДНА, будинок 5-А;justin
13303151;1330315;02152, м.Київ, Дніпровський район, ПРОСПЕКТ ПАВЛА ТИЧИНИ, будинок 1-В;justin
13303161;1330316;61000, Харківська обл., місто Харків, Слобідський район, ПРОСПЕКТ ПЕТРА ГРИГОРЕНКА, будинок 25;justin
13303171;1330317;61054, Харківська обл., місто Харків, Московський район, ВУЛИЦЯ АКАДЕМІКА ПАВЛОВА, будинок 120;justin
13303181;1330318;04210, м.Київ, Оболонський район, ПРОСПЕКТ ГЕРОЇВ СТАЛІНГРАДА, 12-П;justin
13303191;1330319;69005, Запорізька обл., місто Запоріжжя, Вознесенівський район, ВУЛИЦЯ ЯЦЕНКА, будинок 2;justin
13303201;1330320;61007, Харківська обл., м.Харків, Індустріальний р-н.,  проспект Архітектора Альошина, 2;justin
13303211;1330321;23219, Вінницька обл., Вінницький район, село Вінницьки Хутори, ВУЛИЦЯ ЧЕХОВА, будинок 29-Г;justin
13303221;1330322;79069, Львівська обл., м.Львів, Шевченківський р-н., вул.Тараса Шевченка, 358-А;justin
13303251;1330325;49019, Дніпропетровська обл., м.Дніпро, Індустріальний р-н., провулок Вільний, 2-А;justin
13303261;1330326;63701, Харківська обл., м.Куп`янськ, площа Центральна, 23;justin
13303271;1330327;61064, Харківська обл., місто Харків, Новобаварський район, ВУЛИЦЯ ДУДИНСЬКОЇ, будинок 1-А;justin
13303281;1330328;51939, Дніпропетровська обл., місто Кам’янське, Дніпровський район, ПРОСПЕКТ МЕТАЛУРГІВ, будинок 62-Д;justin
13303291;1330329;50102, Дніпропетровська обл., місто Кривий Ріг, Інгулецький район, ВУЛИЦЯ НЕДЄЛІНА, будинок 43;justin
13303301;1330330;02088, м.Київ, Печерський район, БУЛЬВАР ДРУЖБИ НАРОДІВ, будинок 16-А;justin
13303331;1330333;14034, Чернігівська обл., місто Чернігів, Деснянський район, ВУЛИЦЯ 1 ТРАВНЯ, будинок 167-А;justin
13303341;1330334;61124, Харківська обл., місто Харків, Слобідський район, ПРОСПЕКТ ГАГАРІНА, будинок 167;justin
13303351;1330335;07401, Київська обл., місто Бровари, ВУЛИЦЯ КИЇВСЬКА, будинок 4;justin
13303361;1330336;08132, Київська обл., Києво-Святошинський район, місто Вишневе, ВУЛИЦЯ СВЯТОШИНСЬКА, будинок 28-А;justin
13303371;1330337;02002, м.Київ, Дніпровський район, ВУЛИЦЯ ЄВГЕНА СВЕРСТЮКА, будинок 4/1;justin
13303381;1330338;03035, м.Київ, Солом`янський район, ВУЛИЦЯ КУДРЯШОВА, будинок 20;justin
13303391;1330339;02089, м.Київ, Дніпровський район, ПРОСПЕКТ БРОВАРСЬКИЙ, будинок 17;justin
13303411;1330341;02140, м.Київ, Голосіївський р-н., вулиця Новопирогівська, 58-А;justin
13303441;1330344;01011, м.Київ, Печерський район, ПЛОЩА ПЕЧЕРСЬКА, будинок 1;justin
13303451;1330345;54031, Миколаївська обл., м.Миколаїв, Інгульський р-н., вул.Космонавтів, 83-А;justin
13303461;1330346;01001, м.Київ, Шевченківський район, МАЙДАН НЕЗАЛЕЖНОСТІ, ПТП №1, СЕКТОР А;justin
13303471;1330347;03189, м.Київ, Голосіївський район, ВУЛИЦЯ КОНЄВА МАРШАЛА, будинок 7;justin
13303481;1330348;03115, м.Київ, Святошинський район, ПРОСПЕКТ ПЕРЕМОГИ, будинок 108;justin
13303501;1330350;79013, Львівська обл., м.Львів, Франківський р-н., вул.Генерала Чупринки, 14;justin
13303511;1330351;61020, Харківська обл., місто Харків, Новобаварський район, ГРИГОРІВСЬКЕ ШОСЕ, будинок 88;justin
13303531;1330353;65110, Одеська обл., смт.Авангард, 10 масив, 206;justin
13303561;1330356;65016, Одеська обл., місто Одеса, Приморський район, ВУЛИЦЯ ФОНТАНСЬКА ДОРОГА, будинок 58/1, приміщення 16;justin
13303581;1330358;40035, Сумська обл., місто Суми, Зарічний район, ВУЛИЦЯ ХАРКІВСЬКА, будинок 2/2;justin
13303591;1330359;46027, Тернопільська обл., місто Тернопіль, ВУЛИЦЯ МАКСИМА КРИВОНОСА, будинок 2-Б;justin
13303601;1330360;29019, Хмельницька обл., місто Хмельницький, ВУЛИЦЯ СТЕПАНА БАНДЕРИ, будинок 2-А;justin
13303621;1330362;13301, Житомирська обл., місто Бердичів, ВУЛИЦЯ ВІННИЦЬКА, будинок 18;justin
13303641;1330364;36034, Полтавська обл., місто Полтава, Київський район, ВУЛИЦЯ ПОЛОВКИ, будинок 72;justin
13303651;1330365;65123, Одеська обл., місто Одеса, Суворовський район, ВУЛИЦЯ МАРСЕЛЬСЬКА, будинок 35-Б;justin
13303671;1330367;65114, Одеська обл., місто Одеса, Київський р-н., проспект Небесної Сотні будинок 47/3;justin
13303681;1330368;46020, Тернопільська обл., м.Тернопіль, вул.Євгена Коновальця, 5/185;justin
13303691;1330369;75500, Херсонська обл., Генічеський район, місто Генічеськ, ВУЛИЦЯ ЦЕНТРАЛЬНА, будинок 58;justin
13303711;1330371;04073, м.Київ, Оболонський р-н., вул.Вербова, 17-В;justin
13303721;1330372;54025, Миколаївська обл., місто Миколаїв, Центральний район, ПРОСПЕКТ ГЕРОЇВ УКРАЇНИ, будинок 13;justin
13303731;1330373;54001, Миколаївська обл., місто Миколаїв, Центральний район, ВУЛИЦЯ ПОТЬОМКІНСЬКА, будинок 100-А;justin
13303751;1330375;07302, Київська обл., Вишгородський район, місто Вишгород, ВУЛИЦЯ НАБЕРЕЖНА , будинок 6-Г;justin
13303771;1330377;09701, Київська обл., Богуславський район, місто Богуслав, ВУЛИЦЯ ТАРАСА ШЕВЧЕНКА, будинок 24;justin
13303781;1330378;08134, Київська обл., Києво-Святошинський район, місто Вишневе, ВУЛИЦЯ ПЕРШОТРАВНЕВА, будинок 7;justin
13303791;1330379;54034, Миколаївська обл. м.Миколаїв, Інгульський р-н., проспект Миру, 1;justin
13303811;1330381;14037, Чернігівська обл., м.Чернігів, Новозаводський р-н., проспект Миру, 118;justin
13303821;1330382;17507, Чернігівська обл., місто Прилуки, ВУЛИЦЯ КИЇВСЬКА, будинок 156;justin
13303831;1330383;16608, Чернігівська обл., місто Ніжин, ВУЛИЦЯ МОСКОВСЬКА, будинок 12;justin
13303841;1330384;02130, м.Київ, Дніпровський район, БУЛЬВАР ПЕРОВА, будинок 14;justin
13303851;1330385;79040, Львівська обл., місто Львів, Шевченківський район, ВУЛИЦЯ ГОРОДОЦЬКА, будинок 355/4;justin
13303861;1330386;79049, Львівська обл., місто Львів, Сихівський район, ВУЛИЦЯ КОЛОМИЙСЬКА, будинок 2;justin
13303871;1330387;79022, Львівська обл., місто Львів, Залізничний район, ВУЛИЦЯ ВИГОВСЬКОГО, будинок 1;justin
13303881;1330388;88000 Закарпатська обл. м.Ужгород  вул.Підгірна  51;justin
13303891;1330389;65026, Одеська обл., місто Одеса, Приморський район, ВУЛИЦЯ ПОЛЬСЬКА, будинок 14;justin
13303901;1330390;61072, Харківська обл., місто Харків, Шевченківський район, ПРОСПЕКТ НАУКИ, будинок 41/43;justin
13303911;1330391;61195, Харківська обл., місто Харків, Київський район, ВУЛИЦЯ НАТАЛІЇ УЖВІЙ, будинок 58;justin
13303921;1330392;61052, Харківська обл., місто Харків, Холодногірський район, ВУЛИЦЯ КОЦАРСЬКА, будинок 43;justin
13303931;1330393;69104, Запорізька обл., місто Запоріжжя, Комунарський район, ВУЛИЦЯ ЄВРОПЕЙСЬКА, будинок 11;justin
13303941;1330394;43005, Волинська обл., місто Луцьк, ПРОСПЕКТ ПРЕЗИДЕНТА ГРУШЕВСЬКОГО, будинок 2;justin
13303951;1330395;02222, м.Київ, Деснянський район, ПРОСПЕКТ ВОЛОДИМИРА МАЯКОВСЬКОГО, будинок 47;justin
13303961;1330396;79068, Львівська обл., м. Львів, Шевченківський р-н., вул.Гетьмана Мазепи,1-Б;justin
13303971;1330397;33013, Рівненська обл., м. Рівне, проспект Миру, 15;justin
13303981;1330398;33014, Рівненська обл., м. Рівне, вул. Степана Бандери, 57;justin
13303991;1330399;80105, Львівська обл., м.Червоноград, проспект Шевченка, 3;justin
13304011;1330401;04078, м. Київ, Подільський р-н., вул. Сергія Данченка, 30;justin
13304021;1330402;18021, Черкаська обл., м. Черкаси, Придніпровський р-н., вулиця Гагаріна, будинок 73;justin
13304041;1330404;79019, Львівська обл., м. Львів, Шевченківський р-н., проспект В’ячеслава Чорновола, 16-І;justin
13304051;1330405;54055, Миколаївська обл., м. Миколаїв, Центральний р-н., проспект Центральний, 159;justin
13304061;1330406;61024, Харківська обл., місто Харків, Київський район, ВУЛИЦЯ ЯРОСЛАВА МУДРОГО , будинок 38;justin
13304071;1330407;61001 Харківська обл., м.Харків, Основ`янський р-н., проспект Гагаріна, 24;justin
13304081;1330408;84100, Донецька  обл., місто Слов`янськ, ВУЛИЦЯ Вокзальна, будинок 10;justin
13304091;1330409;79008, Львівська обл., м.Львів, Личаківський р-н., вул.Пекарська, 25;justin
13304111;1330411;84206, Донецька обл., місто Дружківка, ВУЛИЦЯ ЕНГЕЛЬСА, будинок 110;justin
13304131;1330413;61108, Харківська обл., м.Харків, Київський р-н., вул. Академіка Вальтера, 10;justin
13304181;1330418;67584, Одеська обл., Лиманський р-н., Крижанівська сільська рада, с.Ліски, вул. Сахарова, 1-А;justin
13304191;1330419;08131, Київська обл., Києво-Святошинський р-н., с. Софіївська Борщагівка, вул. Київська, 36;justin
13304211;1330421;33020, Рівненська обл., м.Рівне, вул.Михайла Старицького, 45;justin
13304221;1330422;65044, Одеська обл., м. Одеса, Приморський р-н., проспект Шевченка, 4-Е;justin
13304231;1330423;21018, Вінницька обл., м. Вінниця, вул. Зодчих, 2;justin
13304241;1330424;10001, Житомирська обл., м. Житомир, Корольовський р-н., пров. Крилова, 14;justin
13304251;1330425;46001, Тернопільська обл., м. Тернопіль, вул. Замкова, 6;justin
13304261;1330426;69032, Запорізька обл., м.Запоріжжя, Дніпровський р-н.,проспект Металургів 17-А;justin
13304291;1330429;79066, Львівська обл. м.Львів, Сихівський район, ВУЛИЦЯ СИХІВСЬКА, будинок 12;justin
13304311;1330431;80700, Львівська обл., Золочівський р-н., м. Золочів, ВУЛИЦЯ КАРМЕЛЮКА, будинок 13;justin
13304321;1330432;54040, Миколаївська обл., м. Миколаїв, Заводський район, ВУЛИЦЯ КРИЛОВА, будинок 13;justin
13304341;1330434;68001, Одеська обл., м. Чорноморськ, ПРОСПЕКТ МИРУ, будинок 10/41;justin
13304371;1330437;02121, м.Київ, Дарницький р-н., ВУЛИЦЯ АРХІТЕКТОРА ВЕРБИЦЬКОГО, 18;justin
13304391;1330439;02095, м.Київ, Дарницький р-н., ВУЛИЦЯ СРІБНОКІЛЬСЬКА, 14-А;justin
13304401;1330440;02081, м.Київ, Дарницький р-н., ВУЛИЦЯ ЗДОЛБУНІВСЬКА, 17;justin
13304421;1330442;08141, Київська обл, Бучанський р-н, с.Святопетрівське, бульвар Тараса Шевченка, 6-А;justin
13304431;1330443;25031, Кіровоградська обл., м.Кропивницький, Фортечний р-н.,  вул.Академіка Тамма , 4-Б;justin
13304461;1330446;25002, Кіровоградська обл., м.Кропивницький, Фортечний р-н.,  вул.Віктора Чміленка, 9-Б;justin
13304491;1330449;25014, Кіровоградська обл., місто Кропивницький, Фортечний район, ВУЛИЦЯ ДЖЕРЕЛЬНА , будинок 88;justin
13304501;1330450;29018, Хмельницька обл., місто Хмельницький, ВУЛИЦЯ ПІЛОТСЬКА, будинок 77/3-Д;justin
13304511;1330451;04111, м.Київ, Шевченківський р-н., ВУЛИЦЯ ЩЕРБАКІВСЬКОГО ДАНИЛА, 46, приміщення 41;justin
13304521;1330452;08292, Київська обл., м.Буча, провулок Олекси Тихого, 3/49;justin
13304531;1330453;04112, м.Київ, Шевченківський р-н., ВУЛИЦЯ АВІАКОНСТРУКТОРА ІГОРЯ СІКОРСЬКОГО, 1-А;justin
13304551;1330455;02175, м.Київ, Дарницький р-н.,  шосе Харківське, 150/15, приміщення 5;justin
13304561;1330456;03087, м.Київ, Солом`янський р-н., ВУЛИЦЯ УШИНСЬКОГО, 3;justin
13304581;1330458;23100, Вінницька обл., м.Жмеринка, ВУЛИЦЯ ПУШКІНА, 9;justin
13304591;1330459;11501, Житомирська обл., м.Коростень, ВУЛИЦЯ ГЕРОЇВ ЧЕРНОБИЛЯ, 11;justin
13304601;1330460;11602, Житомирська обл., м.Малин, ВУЛИЦЯ ГАГАРІНА, 4;justin
13304611;1330461;12501, Житомирська обл., Коростишівський р-н.,  м.Коростишів, вул.Героїв Небесної Сотні, 56;justin
13304621;1330462;29016, Хмельницька обл., місто Хмельницький, ВУЛИЦЯ ГЕОЛОГІВ, будинок 2;justin
13304631;1330463;67806, Одеська обл, Овідіопольський р-н, смт.Авангард, вул.Базова, 11;justin
13304641;1330464;82200, Львівська обл., Дрогобицький р-н., м.Трускавець,  вул.Стебницька 58, приміщення 16;justin
13304651;1330465;65111, Одеська обл., м.Одеса, Суворовський р-н.,  проспект Добровольського , 151/1;justin
13304671;1330467;79053, Львівська обл., м. Львів, Франківський р-н., ВУЛИЦЯ Володимира Великого, 59-А;justin
13304681;1330468;76014, Івано-Франківська обл., м. Івано-Франківськ, ВУЛИЦЯ Івана Левинського, 3-А;justin
13304701;1330470;29001, Хмельницька обл., м.Хмельницький, ВУЛИЦЯ СВОБОДИ, 73;justin
13304711;1330471;03048, м.Київ, Солом`янський р-н., ВУЛИЦЯ ІВАНА ПУЛЮЯ, 5-А;justin
13304751;1330475;72312, Запорізька обл., м.Мелітополь, ВУЛИЦЯ ІНТЕРКУЛЬТУРНА, 36;justin
13304771;1330477;41602, Сумська обл., м.Конотоп, вул.Клубна, 10;justin
13304781;1330478;79008, Львівська обл., місто Львів, Личаківський район, ВУЛИЦЯ ПЕКАРСЬКА, будинок 31;justin
13304791;1330479;65481, Одеська обл., місто Южне, ВУЛИЦЯ ХІМКІВ, будинок 29;justin
13304801;1330480;89607, Закарпатська обл., місто Мукачево, ВУЛИЦЯ ЛАВКІВСЬКА, будинок 1-Е;justin
13304831;1330483;03142, м.Київ, Святошинський район, ПРОСПЕКТ АКАДЕМІКА ПАЛЛАДІНА, будинок 16;justin
13304841;1330484;79018, Львівська обл., м.Львів, Залізничний р-н., вул.Стародубська, 4;justin
13304861;1330486;53213, Дніпропетровська обл., місто Нікополь, ВУЛИЦЯ ІВАНА БОГУНА, будинок 2;justin
13304871;1330487;73000, Херсонська обл., місто Херсон, Суворовський район, ВУЛИЦЯ ЗАЛІЗНИЧНА, будинок 3;justin
13304881;1330488;43005, Волинська обл., місто Луцьк, ВУЛИЦЯ ПРИВОКЗАЛЬНА , будинок 10;justin
13304891;1330489;78203, Івано-Франківська обл., місто Коломия, ВУЛИЦЯ СІЧОВИХ СТРІЛЬЦІВ, будинок 34-А;justin
13304901;1330490;54028, Миколаївська обл., місто Миколаїв, Інгульський район, ВУЛИЦЯ КОСМОНАВТІВ, будинок 81/24;justin
13304921;1330492;79018, Львівська обл., м.Львів, Франківський р-н., вул.Городоцька, 139/2С;justin
13304931;1330493;42703, Сумська обл., місто Охтирка, ВУЛИЦЯ НЕЗАЛЕЖНОСТІ , будинок 19;justin
13304941;1330494;82300, Львівська обл., місто Борислав, ВУЛИЦЯ ДРОГОБИЦЬКА, будинок 7;justin
13304951;1330495;82402, Львівська обл., м.Стрий вул.Тараса Шевченка, 113;justin
13304971;1330497;08169, Київська обл., Києво-Святошинський район, село Стоянка, ВУЛИЦЯ КИЇВСЬКА, будинок 10;justin
13304981;1330498;79070, Львівська обл., місто Львів, Сихівський район, ПРОСПЕКТ ЧЕРВОНОЇ КАЛИНИ, будинок 36;justin
13305001;1330500;39626, Полтавська обл., м.Кременчук, Автозаводський р-н., вул.Тупик 1-й Піщаний, 1;justin
13305011;1330501;45008, Волинська обл., м.Ковель, вул.Тараса Шевченка,  1-А;justin
13305021;1330502;02090, м.Київ, Дарницький р-н.,  шосе Харківське, 19;justin
13305031;1330503;02088, м.Київ, Дарницький район, ВУЛИЦЯ КИРИЛА ОСЬМАКА, будинок 1-Б;justin
13305051;1330505;65122, Одеська обл., місто Одеса, Київський район, ВУЛИЦЯ ІЛЬФА І ПЕТРОВА, будинок 51;justin
13305081;1330508;08136, Київська обл., Києво-Святошинський район, село Крюківщина, ВУЛИЦЯ ОДЕСЬКА, будинок 70;justin
13305091;1330509;50000, Дніпропетровська обл., місто Кривий Ріг, Центрально-Міський район, ВУЛИЦЯ СВЯТО-МИКОЛАЇВСЬКА, будинок 36;justin
13305101;1330510;13312, Житомирська обл., м.Бердичів, вул.Миру, 4;justin
13305111;1330511;65025, Одеська обл., Лиманський район, село Крижанівка, ВУЛИЦЯ БОЧАРОВА, будинок 50;justin
13305121;1330512;65031, Одеська обл., м.Одеса, Малиновський р-н., вул.Грушевського, 41;justin
13305131;1330513;02130, м.Київ, Дніпровський район, ВУЛИЦЯ ВОСКРЕСЕНСЬКА, будинок 14-Е;justin
13305151;1330515;04074, м.Київ, Подільський район, ВУЛИЦЯ ВИШГОРОДСЬКА, будинок 21;justin
13305171;1330517;03164, м.Київ, Святошинський р-н., вул.Клавдіївська, 40-Г, приміщення 207;justin
13305211;1330521;03148, м.Київ, Святошинський район, ВУЛИЦЯ ГНАТА ЮРИ, будинок 20;justin
13305231;1330523;03150, м.Київ, Голосіївський район, ВУЛИЦЯ КАЗИМИРА МАЛЕВИЧА , будинок 107;justin
13305241;1330524;04073, м.Київ, Подільський  район, вул.Ярославська ,  56-А;justin
13305282;1330528;04111, м.Київ, Шевченківський р-н., ВУЛИЦЯ ЩЕРБАКІВСЬКОГО ДАНИЛА, 46, приміщення 41;justin
13305321;1330532;28008, Кіровоградська обл., місто Олександрія, ВУЛИЦЯ СОФІЇВСЬКА, будинок 34;justin
13305331;1330533;68606, Одеська обл., місто Ізмаїл, ВУЛИЦЯ ТУЛЬЧИАНІВСЬКА, будинок 154;justin
13305341;1330534;82100, Львівська обл., місто Дрогобич, ВУЛИЦЯ ЛЕСІ УКРАЇНКИ, будинок 14;justin
13305351;1330535;51400, Дніпропетровська обл., м.Павлоград, вул.Центральна, 21/1;justin
13305391;1330539;80001, Львівська обл., Сокальський район, місто Сокаль, ПЛОЩА СІЧОВИХ СТРІЛЬЦІВ, будинок 14/1;justin
13305451;1330545;02094, м.Київ, Деснянський район, ВУЛИЦЯ Біломорська, будинок 1;justin
13305461;1330546;08205, Київська обл., місто Ірпінь, ВУЛИЦЯ СЛОВ`ЯНСЬКА, будинок 35;justin
13305481;1330548;11508, Житомирська обл., місто Житомир, Богунський район, ВУЛИЦЯ МИХАЙЛА ГРУШЕВСЬКОГО, будинок 91;justin
13305491;1330549;20301, Черкаська обл., місто Умань, ВУЛИЦЯ ГАЙДАМАЦЬКА, будинок 14;justin
13305501;1330550;08703, Київська обл., місто Обухів, ВУЛИЦЯ КАШТАНОВА, будинок 6/1;justin
13305521;1330552;81652, Львівська обл., Львівський р-н.,  м.Новий Розділ, проспект Шевченка, 30-А;justin
13305531;1330553;88018, Закарпатська обл., місто Ужгород, ПРОСПЕКТ СВОБОДИ, будинок 51;justin
13305541;1330554;04080, м.Київ, Подільський район, ВУЛИЦЯ КОСТЯНТИНІВСЬКА, будинок 71;justin
13305551;1330555;68003, Одеська обл., місто Чорноморськ, ПРОСПЕКТ МИРУ, будинок 28-Б/3;justin
13305571;1330557;69096, Запорізька обл., місто Запоріжжя, Дніпровський район, ВУЛИЦЯ ЛАДОЗЬКА, будинок 16;justin
13305581;1330558;50106 Дніпропетровська обл. м. Кривий Ріг Покровський р-н мікрорайон 4-й Зарічний 20-Ж;justin
13305591;1330559;61045, Харківська обл., місто Харків, Шевченківський район, ВУЛИЦЯ ЯРОША ОТАКАРА, будинок 17;justin
13305601;1330560;36014, Полтавська обл., місто Полтава, Київський район, ВУЛИЦЯ СОБОРНОСТІ, будинок 50;justin
13305621;1330562;85110, Донецька обл., місто Костянтинівка, ВУЛИЦЯ ЦІОЛКОВСЬКОГО, будинок 36;justin
13305631;1330563;84511, Донецька обл., місто Бахмут, ВУЛИЦЯ НЕЗАЛЕЖНОСТІ, будинок 69;justin
13305641;1330564;84122, Донецька обл., місто Слов`янськ, ВУЛИЦЯ СВОБОДИ, будинок 39;justin
13305661;1330566;19026, Дніпропетровська обл., місто Дніпро, Індустріальний район, ВУЛИЦЯ КАЛИНОВА, будинок 12;justin
13305671;1330567;71118, Запорізька обл., місто Бердянськ, ПРОСПЕКТ ПРАЦІ, будинок 20;justin
13305681;1330568;56501, Миколаївська обл., місто Вознесенськ, ВУЛИЦЯ КИЇВСЬКА , будинок 11;justin
13305691;1330569;72319, Запорізька обл., місто Мелітополь, ВУЛИЦЯ ГЕРОЇВ УКРАЇНИ, будинок 47;justin
13305711;1330571;53210, Дніпропетровська обл., місто Нікополь, ПРОСПЕКТ ТРУБНИКІВ, будинок 9;justin
13305721;1330572;51200, Дніпропетровська обл., місто Новомосковськ, ВУЛИЦЯ ГЕТЬМАНСЬКА, 30;justin
13305731;1330573;79017, Львівська обл., місто Львів, Личаківський район, ВУЛИЦЯ ЗЕЛЕНА, будинок 70;justin
13305751;1330575;43026, Волинська обл., місто Луцьк, ПРОСПЕКТ СОБОРНОСТІ, будинок 26;justin
13305761;1330576;76014, Івано-Франківська обл., місто Івано-Франківськ, ВУЛИЦЯ СТЕПАНА БАНДЕРИ, будинок 31;justin
13305771;1330577;29000, Хмельницька обл., місто Хмельницький, ПЛОЩА ПРИВОКЗАЛЬНА, будинок 2;justin
13305791;1330579;89600, Закарпатська обл., місто Мукачево, ВУЛИЦЯ ВАЛЕНБЕРГА РАУЛЯ, будинок 3-1;justin
13305801;1330580;32305, Хмельницька обл., місто Кам`янець-Подільський, Хмельницьке шосе, 34;justin
13305811;1330581;21001, Вінницька обл., місто Вінниця, ВУЛИЦЯ ЗАМОСТЯНСЬКА, будинок 25/21;justin
13305821;1330582;84331, Донецька обл., м.Краматорськ,  вул.Дружби, 65;justin
13305851;1330585;43020, Волинська обл., місто Луцьк, ПРОСПЕКТ ВІДРОДЖЕННЯ, будинок 16;justin
